"Remove",,"Κατάργηση",,"None",,"All",,"Skype for Business for iOS",,""
"Remove Contact",,"Κατάργηση επαφής",,"None",,"All",,"Skype for Business for iOS",,""
"Remove from Group",,"Κατάργηση από ομάδα",,"None",,"All",,"Skype for Business for iOS",,""
"Remove from favorites",,"Κατάργηση από τα αγαπημένα",,"None",,"All",,"Skype for Business for iOS",,""
"Failed to process request.  Please try again.",,"Η επεξεργασία της αίτησης απέτυχε.  Δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi For",,"Να απαιτείται Wi-Fi για",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for video calls",,"Να απαιτείται Wi-Fi για κλήσεις βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, video calls will use your data connection. (That could be a lot of data.)",,"Όταν το Wi-Fi δεν είναι διαθέσιμο, οι κλήσεις βίντεο θα χρησιμοποιούν τη σύνδεση δεδομένων σας. (Μπορεί να πρόκειται για μεγάλο όγκο δεδομένων.)",,"None",,"All",,"Skype for Business for iOS",,""
"Video calls will always be over Wi-Fi. We'll never use your data connection.",,"Οι κλήσεις βίντεο θα γίνονται πάντα μέσω Wi-Fi. Δεν θα χρησιμοποιούμε ποτέ τη σύνδεση δεδομένων σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for VoIP calls",,"Να απαιτείται Wi-Fi για κλήσεις VoIP",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, calls will use your data connection.",,"Όταν το Wi-Fi δεν είναι διαθέσιμο, οι κλήσεις θα χρησιμοποιούν τη σύνδεση δεδομένων σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will always be over Wi-Fi. We'll never use your data connection.",,"Οι κλήσεις θα γίνονται πάντα μέσω Wi-Fi. Δεν θα χρησιμοποιούμε ποτέ τη σύνδεση δεδομένων σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for meeting content",,"Να απαιτείται Wi-Fi για περιεχόμενο σύσκεψης",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, we'll use your data connection to get meeting content. (That could be a lot of data.)",,"Όταν το Wi-Fi δεν είναι διαθέσιμο, θα χρησιμοποιούμε τη σύνδεση δεδομένων σας για τη λήψη περιεχομένου σύσκεψης. (Μπορεί να πρόκειται για μεγάλο όγκο δεδομένων.)",,"None",,"All",,"Skype for Business for iOS",,""
"We'll always use Wi-Fi to get meeting content—never your data connection.",,"Θα χρησιμοποιούμε πάντα το Wi-Fi για τη λήψη περιεχομένου σύσκεψης—ποτέ τη σύνδεση δεδομένων σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Reset Status",,"Επαναφορά",,"None",,"All",,"Skype for Business for iOS",,""
"Getting contacts...",,"Λήψη επαφών...",,"None",,"All",,"Skype for Business for iOS",,""
"Please wait...",,"Περιμένετε...",,"None",,"All",,"Skype for Business for iOS",,""
"Retry",,"Επανάληψη",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended",,"Η κλήση τερματίστηκε",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended, %@",,"Η κλήση τερματίστηκε, %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call started",,"Η κλήση άρχισε",,"None",,"All",,"Skype for Business for iOS",,""
"Save Password",,"Αποθήκευση κωδικού πρόσβασης",,"None",,"All",,"Skype for Business for iOS",,""
"Searching the company directory...",,"Αναζήτηση στον εταιρ. κατάλογο...",,"None",,"All",,"Skype for Business for iOS",,""
"See Lobby",,"Προβολή χώρου αναμονής",,"None",,"All",,"Skype for Business for iOS",,""
"Select All",,"Επιλογή όλων",,"None",,"All",,"Skype for Business for iOS",,""
"Send Feedback",,"Αποστολή σχολίων",,"None",,"All",,"Skype for Business for iOS",,""
"Send Location",,"Αποστολή τοποθεσίας",,"None",,"All",,"Skype for Business for iOS",,""
"Send Log Files",,"Αποστολή καταγραφής",,"None",,"All",,"Skype for Business for iOS",,""
"Send Report",,"Αποστολή αναφοράς",,"None",,"All",,"Skype for Business for iOS",,""
"Send Text Message",,"Αποστολή μηνύματος κειμένου",,"None",,"All",,"Skype for Business for iOS",,""
"Send as Email",,"Αποστολή ως email",,"None",,"All",,"Skype for Business for iOS",,""
"Upload Sign-In Logs",,"Αποστ. αρχείων εισόδου",,"None",,"All",,"Skype for Business for iOS",,""
"Data sharing feature is unavailable due to server connection failure.",,"Η δυνατότητα κοινής χρήσης δεδομένων δεν είναι διαθέσιμη λόγω αποτυχίας σύνδεσης διακομιστή.",,"None",,"All",,"Skype for Business for iOS",,""
"MANAGE DATA USE",,"ΔΙΑΧΕΙΡΙΣΗ ΧΡΗΣΗΣ ΔΕΔΟΜΕΝΩΝ",,"None",,"All",,"Skype for Business for iOS",,""
"These settings manage your data use and potential costs for calls and meetings.",,"Αυτές οι ρυθμίσεις διαχειρίζονται τη χρήση δεδομένων και τα πιθανά κόστη για κλήσεις και συσκέψεις.",,"None",,"All",,"Skype for Business for iOS",,""
"[%1$@] %2$@: %3$@",,"[%1$@] %2$@: %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"Share conversation",,"Κοινή χρήση συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"This presentation has ended because another one has started.",,"Αυτή η παρουσίαση τερματίστηκε επειδή ξεκίνησε μια άλλη.",,"None",,"All",,"Skype for Business for iOS",,""
"Photos",,"Φωτογραφίες",,"None",,"All",,"Skype for Business for iOS",,""
"Pinned Contacts",,"Καρφιτσωμ. επαφές",,"None",,"All",,"Skype for Business for iOS",,""
"Recent Contacts",,"Πρόσφατες επαφές",,"None",,"All",,"Skype for Business for iOS",,""
"Select a status to display:",,"Επιλογή κατάστασης προς εμφάνιση:",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business by sending us your sign-in error info.",,"Βοηθήστε μας να βελτιώσουμε το Skype για επιχειρήσεις με την αποστολή των πληροφοριών σφάλματος εισόδου σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Can we collect some info on this and future sign-in errors? You can always change this later in Options.",,""Μπορούμε να συλλέξουμε ορισμένες πληροφορίες σχετικά με αυτό το σφάλμα και μελλοντικά σφάλματα εισόδου; Μπορείτε να αλλάξετε αυτήν την επιλογή οποιαδήποτε στιγμή στην περιοχή ""Επιλογές""."",,"None",,"All",,"Skype for Business for iOS",,""
"Sign Out",,"Αποσύνδεση",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in",,"Είσοδος",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in as guest",,"Είσοδος ως επισκέπτης",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in with Skype for Business",,"Είσοδος με Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Sign In As",,"Είσοδος ως",,"None",,"All",,"Skype for Business for iOS",,""
"Sign-in address",,"Διεύθυνση εισόδου",,"None",,"All",,"Skype for Business for iOS",,""
"Sign In",,"Είσοδος",,"None",,"All",,"Skype for Business for iOS",,""
"Always",,"Πάντα",,"None",,"All",,"Skype for Business for iOS",,""
"Ask Me",,"Να ερωτηθώ",,"None",,"All",,"Skype for Business for iOS",,""
"Never",,"Ποτέ",,"None",,"All",,"Skype for Business for iOS",,""
"You've been signed out. We need your account info to sign you back in.",,"Έχετε εξέλθει. Χρειαζόμαστε τα στοιχεία του λογαριασμού σας για να εισέλθετε πάλι.",,"None",,"All",,"Skype for Business for iOS",,""
"Signed out",,"Εξήλθε",,"None",,"All",,"Skype for Business for iOS",,""
"Signing in...",,"Είσοδος...",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@. If that's your mobile number, you’ll receive cellular calls when VoIP is unavailable.",,"Οι κλήσεις θα λαμβάνονται στον αριθμό εργασίας σας αλλά και στο %@. Εάν είναι αυτός ο αριθμός του κινητού σας, θα λαμβάνετε κλήσεις στο κινητό σας όταν το VoIP δεν είναι διαθέσιμο.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@",,"Λήψη κλήσεων στην εργασία και σε %@",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@. You won't get calls on your iPad when VoIP is unavailable.",,"Οι κλήσεις θα λαμβάνονται στην εργασία σας αλλά και στο %@. Δεν θα λαμβάνετε κλήσεις στο iPad σας όταν το VoIP δεν είναι διαθέσιμο.",,"None",,"All",,"Skype for Business for iOS",,""
"Simultaneously Ring",,"Ταυτόχρονη κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Skip",,"Παράλειψη",,"None",,"All",,"Skype for Business for iOS",,""
"Skype",,"Skype",,"None",,"All",,"Skype for Business for iOS",,""
"%1$d of %2$d",,"%1$d από %2$d",,"None",,"All",,"Skype for Business for iOS",,""
"Slide %1$d of %2$d",,"Διαφάνεια %1$d από %2$d",,"None",,"All",,"Skype for Business for iOS",,""
"%d Participants",,"%d συμμ/χοντες",,"None",,"All",,"Skype for Business for iOS",,""
"Sort by availability",,"Ταξινόμηση ανά διαθεσιμότητα",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker",,"Ηχείο",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker off",,"Ηχείο απενεργοποιημένο",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker on",,"Ηχείο ενεργοποιημένο",,"None",,"All",,"Skype for Business for iOS",,""
"Start IM",,"Έναρξη IM",,"None",,"All",,"Skype for Business for iOS",,""
"Start My Video",,"Έναρξη βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Start Skype for Business",,"Ξεκινήστε το Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Start Viewing",,"Έναρξη προβολής",,"None",,"All",,"Skype for Business for iOS",,""
"Start using Skype for Business",,"Αρχίσετε να χρησιμοποιείτε το Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Collapsed",,"Σε σύμπτυξη",,"None",,"All",,"Skype for Business for iOS",,""
"Expanded",,"Σε ανάπτυξη",,"None",,"All",,"Skype for Business for iOS",,""
"Status",,"Κατάσταση",,"None",,"All",,"Skype for Business for iOS",,""
"Stop My Video",,"Διακοπή βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Stop Viewing",,"Διακοπή προβολής",,"None",,"All",,"Skype for Business for iOS",,""
"Sure",,"Βεβαίως",,"None",,"All",,"Skype for Business for iOS",,""
"Swap Pic-in-Pic",,"Εναλλαγή Pic-in-Pic",,"None",,"All",,"Skype for Business for iOS",,""
"Swap Preview",,"Εναλλαγή προεπισκόπησης",,"None",,"All",,"Skype for Business for iOS",,""
"Switch Camera",,"Εναλλαγή κάμερας",,"None",,"All",,"Skype for Business for iOS",,""
"Sync to presenter view",,"Συγχρονισμός στην προβολή παρουσιαστή",,"None",,"All",,"Skype for Business for iOS",,""
"TTY",,"TTY",,"None",,"All",,"Skype for Business for iOS",,""
"TTY is turned on",,"Η λειτουργία TTY είναι ενεργοποιημένη",,"None",,"All",,"Skype for Business for iOS",,""
"Tap to type",,"Πατήστε για πληκτρολόγηση",,"None",,"All",,"Skype for Business for iOS",,""
"Team-Call Members",,"Μέλη ομαδικής κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"your team-call group members",,"στα μέλη ομάδας της ομάδας ομαδικών κλήσεών σας",,"None",,"All",,"Skype for Business for iOS",,""
"Do you want to try it?",,"Θέλετε να το δοκιμάσετε;",,"None",,"All",,"Skype for Business for iOS",,""
"Go to Microsoft Teams?",,"Μετάβαση στο Microsoft Teams;",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business is upgrading to\nMicrosoft Teams.",,"Το Skype για επιχειρήσεις αναβαθμίζεται σε\nMicrosoft Teams.",,"None",,"All",,"Skype for Business for iOS",,""
"Your IMs and calls are being sent to\nMicrosoft Teams!",,"Τα άμεσα μηνύματα και οι κλήσεις σας αποστέλλονται στο\nMicrosoft Teams!",,"None",,"All",,"Skype for Business for iOS",,""
"Your calls are being sent to\nMicrosoft Teams!",,"Οι κλήσεις σας αποστέλλονται στο\nMicrosoft Teams!",,"None",,"All",,"Skype for Business for iOS",,""
"Your IMs are being sent to\nMicrosoft Teams!",,"Τα άμεσα μηνύματά σας αποστέλλονται στο\nMicrosoft Teams!",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in with different account",,"Είσοδος με διαφορετικό λογαριασμό",,"None",,"All",,"Skype for Business for iOS",,""
"Microsoft Teams goes\n beyond Meetings",,"Το Microsoft Teams είναι κάτι\n περισσότερο από συσκέψεις",,"None",,"All",,"Skype for Business for iOS",,""
"If you need to join a Skype for Business\n meeting or see past conversations, go ahead\n and start Skype for Business.",,"Εάν θέλετε να συμμετάσχετε σε μια σύσκεψη στο Skype για επιχειρήσεις\n ή να δείτε προηγούμενες συνομιλίες, ξεκινήστε\n το Skype για επιχειρήσεις.",,"None",,"All",,"Skype for Business for iOS",,""
"Go To Teams",,"Μετάβαση στο Teams",,"None",,"All",,"Skype for Business for iOS",,""
"We'll help you find your contacts, chats,\n and more once you go to Teams.",,"Θα σας βοηθήσουμε να βρείτε επαφές, συνομιλίες\n και πολλά άλλα, όταν μεταβείτε στο Teams.",,"None",,"All",,"Skype for Business for iOS",,""
"Your organization is now\n using Microsoft Teams!",,"Ο οργανισμός σας χρησιμοποιεί τώρα\n το Microsoft Teams!",,"None",,"All",,"Skype for Business for iOS",,""
"Tentative",,"Αβέβαιος",,"None",,"All",,"Skype for Business for iOS",,""
"%@, Tentative",,"%@, αβέβαιη",,"None",,"All",,"Skype for Business for iOS",,""
"Terms of Use",,"Όροι χρήσης",,"None",,"All",,"Skype for Business for iOS",,""
"The recipient",,"Ο αποδέκτης",,"None",,"All",,"Skype for Business for iOS",,""
"Third Party Notices",,"Ανακοινώσεις τρίτων",,"None",,"All",,"Skype for Business for iOS",,""
"This is a call for %@",,"Αυτή είναι μια κλήση για τον χρήστη %@",,"None",,"All",,"Skype for Business for iOS",,""
"%1$@ to %2$@",,"%1$@ έως %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"All day",,"Ολοήμερο",,"None",,"All",,"Skype for Business for iOS",,""
"Recent",,"Πρόσφατα",,"None",,"All",,"Skype for Business for iOS",,""
"phone contacts",,"επαφές τηλεφώνου",,"None",,"All",,"Skype for Business for iOS",,""
"groups",,"ομάδες",,"None",,"All",,"Skype for Business for iOS",,""
"timeline",,"λωρίδα χρόνου",,"None",,"All",,"Skype for Business for iOS",,""
"Upcoming",,"Προσεχείς",,"None",,"All",,"Skype for Business for iOS",,""
"is inviting you to a conversation",,"σας προσκαλεί σε μια συνομιλία",,"None",,"All",,"Skype for Business for iOS",,""
"TODAY",,"ΣΗΜΕΡΑ",,"None",,"All",,"Skype for Business for iOS",,""
"Double-tap to toggle selection.",,"Διπλό κτύπημα για εναλλαγή επιλογής.",,"None",,"All",,"Skype for Business for iOS",,""
"TOMORROW",,"ΑΥΡΙΟ",,"None",,"All",,"Skype for Business for iOS",,""
"Too many results; try refining your search.",,"Υπερβολικός αριθμός αποτελεσμάτων. Περιορίστε την αναζήτησή σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Transfer call",,"Μεταφορά κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"Transferred by %@",,"Μεταφορά από το χρήστη %@",,"None",,"All",,"Skype for Business for iOS",,""
"Transferring to %@...",,"Γίνεται μεταφορά σε %@...",,"None",,"All",,"Skype for Business for iOS",,""
"We can't connect to the server right now. Please try again.",,"Δεν είναι δυνατή η σύνδεση στο διακομιστή αυτήν τη στιγμή. Δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"OK",,"ΟΚ",,"None",,"All",,"Skype for Business for iOS",,""
"Unknown",,"Άγνωστο",,"None",,"All",,"Skype for Business for iOS",,""
"Unknown Caller",,"Άγνωστος καλών",,"None",,"All",,"Skype for Business for iOS",,""
"Unmute",,"Κατάργηση σίγασης",,"None",,"All",,"Skype for Business for iOS",,""
"Unmute Speaker",,"Διακοπή σίγασης ηχείων",,"None",,"All",,"Skype for Business for iOS",,""
"Unmuted",,"Διακοπή σίγασης",,"None",,"All",,"Skype for Business for iOS",,""
"Updated %1$@ %2$@",,"Ενημέρωση: %1$@ %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"Getting things ready...",,"Προετοιμασία...",,"None",,"All",,"Skype for Business for iOS",,""
"Preparing next section...",,"Προετοιμασία επόμενης ενότητας...",,"None",,"All",,"Skype for Business for iOS",,""
"Current section: %@%% Complete",,"Τρέχουσα ενότητα: Ολοκληρώθηκε το %@%%",,"None",,"All",,"Skype for Business for iOS",,""
"Updating Oregon Speakerphone",,"Ενημέρωση του μεγαφώνου Oregon",,"None",,"All",,"Skype for Business for iOS",,""
"Updating...",,"Ενημέρωση...",,"None",,"All",,"Skype for Business for iOS",,""
"Urgent interruptions only",,"Διακοπή μόνο για επείγοντα θέματα",,"None",,"All",,"Skype for Business for iOS",,""
"Use Skype for Business Credentials",,"Χρήση διαπιστευτηρίων του Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Use Mobile",,"Χρήση κινητού",,"None",,"All",,"Skype for Business for iOS",,""
"Please use your phone's call controls for this call.",,"Χρησιμοποιήστε τα στοιχεία ελέγχου κλήσης του τηλεφώνου σας για αυτήν την κλήση.",,"None",,"All",,"Skype for Business for iOS",,""
"Don't Allow",,"Να μην επιτραπεί",,"None",,"All",,"Skype for Business for iOS",,""
"User Name",,"Όνομα χρήστη",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business Online users: username@domain.com\nAll other users: domain\\username",,"Χρήστες του Skype για επιχειρήσεις Online: username@domain.com\nΌλοι οι άλλοι χρήστες: τομέας\\όνομα χρήστη",,"None",,"All",,"Skype for Business for iOS",,""
"X/2",,"X/2",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail slower at half the speed",,"Αναπαραγωγή του φωνητικού ταχυδρομείου πιο αργά στη μισή ταχύτητα",,"None",,"All",,"Skype for Business for iOS",,""
"1X",,"1X",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail at regular speed",,"Αναπαραγωγή του φωνητικού ταχυδρομείου σε κανονική ταχύτητα",,"None",,"All",,"Skype for Business for iOS",,""
"2X",,"2X",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail faster at twice the speed",,"Αναπαραγωγή του φωνητικού ταχυδρομείου πιο γρήγορα στη διπλάσια ταχύτητα",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Mail",,"Τηλεφωνητής",,"None",,"All",,"Skype for Business for iOS",,""
"Video call from %@",,"Κλήση βίντεο από %@",,"None",,"All",,"Skype for Business for iOS",,""
"Video Conference",,"Διάσκεψη με βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Video conference from %@",,"Διάσκεψη με βίντεο από %@",,"None",,"All",,"Skype for Business for iOS",,""
"You won’t be able to see or share video.",,"Δεν θα μπορείτε να δείτε ή να κάνετε κοινή χρήση βίντεο.",,"None",,"All",,"Skype for Business for iOS",,""
"is sharing video",,"κάνει κοινή χρήση βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Someone is sharing video",,"Κάποιος κάνει κοινή χρήση βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is sharing video",,"Ο χρήστης %@ κάνει κοινή χρήση βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Video Menu",,"Μενού βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Video capable",,"Με δυνατότητα βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Video is locked on you.",,"Το βίντεο είναι κλειδωμένο σε εσάς.",,"None",,"All",,"Skype for Business for iOS",,""
"The video portion of the call was not accepted.  The call will continue with audio only.",,"Το τμήμα βίντεο της κλήσης δεν έγινε αποδεκτό.  Η κλήση θα συνεχιστεί μόνο με ήχο.",,"None",,"All",,"Skype for Business for iOS",,""
"View",,"Προβολή",,"None",,"All",,"Skype for Business for iOS",,""
"See Contact Card",,"Εμφάνιση κάρτας επαφής",,"None",,"All",,"Skype for Business for iOS",,""
"See Participants",,"Εμφάνιση συμμετεχόντων",,"None",,"All",,"Skype for Business for iOS",,""
"View Participants List",,"Προβολή συμμετεχόντων",,"None",,"All",,"Skype for Business for iOS",,""
"View your current settings",,"Προβολή τρεχουσών ρυθμίσεων",,"None",,"All",,"Skype for Business for iOS",,""
"VoIP Always",,"Πάντα VoIP",,"None",,"All",,"Skype for Business for iOS",,""
"Wi-Fi will be used when available - then use your data plan",,"Το Wi-Fi θα χρησιμοποιηθεί όταν είναι διαθέσιμο - στη συνέχεια, χρησιμοποιήστε το πρόγραμμα δεδομένων σας",,"None",,"All",,"Skype for Business for iOS",,""
"VoIP over Wi-Fi only",,"VoIP μέσω Wi-Fi μόνο",,"None",,"All",,"Skype for Business for iOS",,""
"If Wi-Fi is not available we will call you on %@",,"Εάν δεν υπάρχει διαθέσιμο Wi-Fi, θα σάς καλέσουμε στο %@",,"None",,"All",,"Skype for Business for iOS",,""
"Voice",,"Φων. υπηρεσία",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Only",,"Μόνο φων. υπηρ.",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Settings",,"Ρυθμίσεις φωνής",,"None",,"All",,"Skype for Business for iOS",,""
"Voice and IM Unavailable",,"Μη διαθέσιμη φωνητική υπηρεσία και IM",,"None",,"All",,"Skype for Business for iOS",,""
"Voice and Video Only",,"Φωνή και βίντεο μόνο",,"None",,"All",,"Skype for Business for iOS",,""
"Voice mail",,"Τηλεφωνητής",,"None",,"All",,"Skype for Business for iOS",,""
"Voice mail from %1$@, duration %2$@ from %3$@",,"Φωνητικό ταχυδρομείο από το χρήστη %1$@, διάρκεια %2$@ από %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"Voice mail from %1$@, duration %2$@, from today at %3$@",,"Μήνυμα φωνητικού ταχυδρομείου %1$@, διάρκεια %2$@, από σήμερα στις %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"your voice mail",,"στον τηλεφωνητή σας",,"None",,"All",,"Skype for Business for iOS",,""
"Can’t reach server, retrying...",,"Δεν είναι δυνατή η επικοινωνία με το διακομιστή, επανάληψη...",,"None",,"All",,"Skype for Business for iOS",,""
"Welcome.",,"Καλώς ορίσατε.",,"None",,"All",,"Skype for Business for iOS",,""
"What’s happening today?",,"Τι συμβαίνει σήμερα;",,"None",,"All",,"Skype for Business for iOS",,""
"Meeting Content",,"Περιεχόμενο σύσκεψης",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan when Wi-Fi isn't available. (Charges may apply.)",,"Από τώρα και στο εξής, να γίνεται χρήση του προγράμματος δεδομένων, όταν δεν υπάρχει διαθέσιμο Wi-Fi. (Ενδέχεται να ισχύουν χρεώσεις.)",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan for meeting content when Wi-Fi isn't available. (Charges may apply.)",,"Από τώρα και στο εξής, να γίνεται χρήση του προγράμματος δεδομένων για το περιεχόμενο σύσκεψης, όταν δεν υπάρχει διαθέσιμο Wi-Fi. (Ενδέχεται να ισχύουν χρεώσεις.)",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan for video calls when Wi-Fi isn't available (Charges may apply.)",,"Από τώρα και στο εξής, να γίνεται χρήση του προγράμματος δεδομένων για βιντεοκλήσεις, όταν δεν υπάρχει διαθέσιμο Wi-Fi (Ενδέχεται να ισχύουν χρεώσεις.)",,"None",,"All",,"Skype for Business for iOS",,""
"When There's No Wi-Fi",,"Όταν δεν υπάρχει Wi-Fi",,"None",,"All",,"Skype for Business for iOS",,""
"Do you want to use your data plan to see it?",,"Θέλετε να χρησιμοποιήσετε το πρόγραμμα δεδομένων σας;",,"None",,"All",,"Skype for Business for iOS",,""
"Data charges may apply.",,"Ενδέχεται να ισχύουν χρεώσεις δεδομένων.",,"None",,"All",,"Skype for Business for iOS",,""
"Your settings require Wi-Fi to see video or presented content.",,"Οι ρυθμίσεις σας απαιτούν σύνδεση Wi-Fi για να δείτε βίντεο ή περιεχόμενο που παρουσιάζεται.",,"None",,"All",,"Skype for Business for iOS",,""
"When off, you can get calls over your data connection (possible charges and lower quality).",,"Όταν είναι απενεργοποιημένο, μπορείτε να λάβετε κλήσεις μέσω της σύνδεσης δεδομένων σας (πιθανές χρεώσεις και χαμηλότερη ποιότητα).",,"None",,"All",,"Skype for Business for iOS",,""
"When off, you can get calls and meeting content over your data connection (possible charges and lower quality).",,"Όταν είναι απενεργοποιημένο, μπορείτε να λαμβάνετε κλήσεις και περιεχόμενο σύσκεψης μέσω της σύνδεσης δεδομένων σας (πιθανές χρεώσεις και χαμηλότερη ποιότητα).",,"None",,"All",,"Skype for Business for iOS",,""
"To make voice calls, you'll need to change your settings.",,"Για να πραγματοποιήσετε φωνητικές κλήσεις, πρέπει να αλλάξετε τις ρυθμίσεις σας.",,"None",,"All",,"Skype for Business for iOS",,""
"To join meetings, you'll need to change your settings.",,"Για να συμμετάσχετε σε συσκέψεις, πρέπει να αλλάξετε τις ρυθμίσεις σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Wi-Fi Calling Only",,"Μόνο κλήσεις Wi-Fi",,"None",,"All",,"Skype for Business for iOS",,""
"To make video calls, you'll need to change your settings.",,"Για να πραγματοποιήσετε βιντεοκλήσεις, πρέπει να αλλάξετε τις ρυθμίσεις σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Will ring %@",,"Θα καλέσει στο %@",,"None",,"All",,"Skype for Business for iOS",,""
"Work",,"Εργασία",,"None",,"All",,"Skype for Business for iOS",,""
"Would you like to send a report so we can fix the problem?",,"Θέλετε να γίνει αποστολή αναφοράς ώστε να διορθώσουμε το πρόβλημα;",,"None",,"All",,"Skype for Business for iOS",,""
"You currently have no contacts",,"Δεν έχετε επαφές αυτήν τη στιγμή",,"None",,"All",,"Skype for Business for iOS",,""
"You don't have any voice mails.",,"Δεν έχετε κανένα μήνυμα τηλεφωνητή.",,"None",,"All",,"Skype for Business for iOS",,""
"Accessibility",,"Προσβασιμότητα",,"None",,"All",,"Skype for Business for iOS",,""
"add call",,"προσθήκη κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"All rights reserved.",,"Με επιφύλαξη κάθε νόμιμου δικαιώματος.",,"None",,"All",,"Skype for Business for iOS",,""
"We couldn't send your message:",,"Δεν μπορέσαμε να στείλουμε το μήνυμά σας:",,"None",,"All",,"Skype for Business for iOS",,""
"Customer Experience Improvement Program",,"Πρόγραμμα βελτίωσης εμπειρίας πελατών",,"None",,"All",,"Skype for Business for iOS",,""
"DH encryption",,"Κρυπτογράφηση DH",,"None",,"All",,"Skype for Business for iOS",,""
"DSA encryption",,"Κρυπτογράφηση DSA",,"None",,"All",,"Skype for Business for iOS",,""
"Don't show me this again.",,"Να μην εμφανιστεί ξανά αυτό το μήνυμα.",,"None",,"All",,"Skype for Business for iOS",,""
"EC encryption",,"Κρυπτογράφηση EC",,"None",,"All",,"Skype for Business for iOS",,""
"Expires:",,"Λήξη:",,"None",,"All",,"Skype for Business for iOS",,""
"HMAC encryption",,"Κρυπτογράφηση HMAC",,"None",,"All",,"Skype for Business for iOS",,""
"Issued By:",,"Έκδοση από:",,"None",,"All",,"Skype for Business for iOS",,""
"No encryption",,"Χωρίς κρυπτογράφηση",,"None",,"All",,"Skype for Business for iOS",,""
"RSA encryption",,"Κρυπτογράφηση RSA",,"None",,"All",,"Skype for Business for iOS",,""
"Signature Algorithm:",,"Αλγόριθμος υπογραφής:",,"None",,"All",,"Skype for Business for iOS",,""
"Subject:",,"Θέμα:",,"None",,"All",,"Skype for Business for iOS",,""
